goal ,pledged ,backers ,currency ,main_category ,duration 
800,1461,61,1,7,2595600.0
600,5,1,1,7,2866144.0
4800,85,4,1,7,3025273.0
20000,6421,69,1,7,4147200.0
5000,145,1,1,7,5168093.0
500,0,0,1,7,5184000.0
17950,5495,45,1,7,2627928.0
75000,1,1,1,7,2592000.0
2700,692,10,1,7,1009049.0
22500,111,3,1,7,5175250.0
5500,5658,98,1,7,2592000.0
1500,175,9,1,7,1164516.0
20000000,1,1,1,7,5184000.0
30000,0,0,1,7,4320000.0
1000,5,1,1,7,2510360.0
300,427,22,1,7,5180400.0
400,10,1,1,7,5184000.0
25000,25,1,1,7,5172558.0
1000,158,14,1,7,879837.0
700,2,1,1,7,1489237.0
1800,1870,31,1,7,2592000.0
500,8,2,1,7,2414905.0
450,296,14,1,7,2592000.0
300,335,8,1,7,1209600.0
7500,2171,22,1,7,3193083.0
12000,25,1,1,7,2678400.0
12000,2780,37,1,7,1720673.0
880,917,31,1,7,2068799.0
10000,66,4,1,7,5184000.0
75000,0,0,1,7,2336454.0
4000,4378,125,1,7,3888000.0
8000,11247,86,1,7,1814400.0
800,25,1,1,7,2193517.0
1800,590,16,1,7,700334.0
5000,590,13,1,7,1194403.0
5000,50,2,1,7,2592000.0
6500,1715,28,1,7,2592000.0
1000,0,0,1,7,2592000.0
1000,2945,42,1,7,1728000.0
3500,3886,83,1,7,3108597.0
85000,10,1,1,7,2592000.0
40000,25,1,1,7,5162956.0
2000,2000,12,1,7,1964335.0
10000,0,0,1,7,2592000.0
100,250,23,1,7,2592000.0
7500,755,14,1,7,5184000.0
350,65,2,1,7,1209600.0
3000,3001,25,1,7,1833921.0
300,0,0,1,7,2592000.0
8299,2169,41,1,7,4060800.0
2000,2203,38,1,7,5184000.0
5000,5560,52,1,7,2592000.0
2000,2000,14,1,7,795857.0
500,40,3,1,7,2592000.0
1500,1520,53,1,7,2160000.0
3412,0,0,1,7,2592000.0
8500,90,1,1,7,2160000.0
18000,39073,939,1,7,2796764.0
1000,0,0,1,7,2592000.0
500,1,1,1,7,2405518.0
1200,75,2,1,7,2595600.0
3500,4623,101,1,7,1468487.0
5000,245,10,1,7,1610342.0
20000,43312,593,1,7,2592000.0
1000,0,0,1,7,3050612.0
10000,52,5,1,7,3110400.0
11160,6981,30,1,7,1825074.0
500,580,22,1,7,2661784.0
5000,5020,91,1,7,2282433.0
30000,35,2,1,7,3888000.0
20000,0,0,1,7,2592000.0
1000,2539,32,1,7,2592000.0
15000,1280,12,1,7,2592000.0
500,720,15,1,7,1408170.0
95000,101,2,1,7,5181524.0
510,95,2,1,7,2592000.0
5000,5080,93,1,7,2592000.0
550,1550,38,1,7,2587051.0
200,2035,2,1,7,2592000.0
2000,6546,204,1,7,2592000.0
2000,155,2,1,7,2336544.0
4000,0,0,1,7,2764800.0
1500,565,14,1,7,2592000.0
1100,187,9,1,7,2592000.0
1000,101,4,1,7,2592000.0
3500,1682,13,1,7,2700993.0
5000,0,0,1,7,3888000.0
20000,3186,52,1,7,5105173.0
2200,2275,45,1,7,2645625.0
1000,1020,13,1,7,4318426.0
2575,126,5,1,7,2592000.0
12000,12336,60,1,7,2263732.0
850,1488,36,1,7,2161683.0
3000,360,3,1,7,2595600.0
2500,1143,14,1,7,2592000.0
859,0,0,1,7,2592000.0
3000,1140,12,1,7,3888000.0
500,1917,10,1,7,2592000.0
5000,7102,128,1,7,2595600.0
3950,0,0,1,7,2595600.0
1700,1725,48,1,7,2588400.0
750,1161,24,1,7,2592000.0
3500,10,1,1,7,2592000.0
5000,5157,91,1,7,2592000.0
10500,11688,101,1,7,5089724.0
10000,10240,97,1,7,2372338.0
5800,7780,59,1,7,2592000.0
250,262,8,1,7,3451816.0
2100,2500,56,1,7,1296000.0
2500,2500,41,1,7,2592000.0
10,6,2,1,7,864000.0
32000,200,6,1,7,5287190.0
25000,0,0,1,7,2588400.0
5000,16,2,1,7,2592000.0
1000,76,4,1,7,2002778.0
50000,823,20,1,7,5184000.0
15000,15371,125,1,7,5184000.0
5000,10,1,1,7,3024000.0
2000,815,16,1,7,2175170.0
18200,18550,217,1,7,3157657.0
3750,175,4,1,7,5180400.0
4000,17,3,1,7,5187600.0
20000,21716,167,1,7,5126687.0
3000,3,2,1,7,4775503.0
2800,330,5,1,7,2592000.0
70,130,5,1,7,2592000.0
500,45,2,1,7,2592000.0
5000,230,8,1,7,1280359.0
9000,160,5,1,7,3888000.0
6000,7535,114,1,7,2443931.0
300,12,3,1,7,2156400.0
5000,25,1,1,7,5184000.0
10000,0,0,1,7,2592000.0
2500,290,8,1,7,2592000.0
1000,1629,64,1,7,1495866.0
100,47,4,1,7,2592000.0
100,120,3,1,7,864000.0
5000,5000,67,1,7,2764036.0
6000,35,3,1,7,3330670.0
5000,10000,59,1,7,2592000.0
1200,0,0,1,7,2581300.0
5000,26,2,1,7,238643.0
2000,3956,122,1,7,4930651.0
250,0,0,1,7,867600.0
13000,3552,58,1,7,5184000.0
650,2285,43,1,7,5184000.0
3326,3801,52,1,7,2351284.0
1750,5,1,1,7,2246400.0
5500,2050,42,1,7,2535022.0
7000,7116,92,1,7,2577510.0
989,27,3,1,7,2273565.0
10260,30,3,1,7,2160000.0
777,1033,27,1,7,1211430.0
3500,3511,29,1,7,1567336.0
4000,1291,26,1,7,2604988.0
100,118,2,1,7,2538814.0
880,220,5,1,7,2592000.0
2500,4242,77,1,7,2682721.0
36000,10,1,1,7,2592000.0
1500,10,1,1,7,2163600.0
150000,11,2,1,7,4824715.0
80000,3999,43,1,7,3888000.0
3400,18559,740,1,7,2678665.0
1200,76,4,1,7,2592000.0
85000,4314,71,1,7,2592000.0
850,870,29,1,7,2160000.0
10000,10544,149,1,7,3456000.0
120,0,0,1,7,2592000.0
65000,6637,49,1,7,5180400.0
15000,1255,22,1,7,5184000.0
25000,550,8,1,7,2592000.0
400,504,21,1,7,2592000.0
1500,1525,12,1,7,2592000.0
4000,35,3,1,7,2702117.0
3500,0,0,1,7,4410000.0
200,1,1,1,7,2592000.0
10000,0,0,1,7,2592000.0
2000,2040,33,1,7,427937.0
2500,20,2,1,7,3456000.0
200,200,3,1,7,1814400.0
1880,2790,32,1,7,5010827.0
4000,0,0,1,7,2595600.0
55000,1285,17,1,7,3190941.0
2000,290,3,1,7,3957922.0
12500,0,0,1,7,2592000.0
500,101,2,1,7,1814531.0
10,10,1,1,7,691200.0
550,290,11,1,7,2592000.0
3000,70,3,1,7,604800.0
5000,20,1,1,7,2314301.0
2000,75,2,1,7,2803982.0
20000,20492,536,1,7,2073600.0
8000,8059,60,1,7,3105605.0
1020,0,0,1,7,3888000.0
600,623,18,1,7,1965788.0
2500,166,7,1,7,3452400.0
1000,5,1,1,7,5180400.0
9000,9001,68,1,7,2595600.0
5000,51,3,1,7,5184000.0
100,705,9,1,7,2042594.0
3,79,7,1,7,2592000.0
5000,5681,130,1,7,2163600.0
12800,16125,69,1,7,4370479.0
600,655,16,1,7,3888000.0
10000,560,10,1,7,2851200.0
12400,1055,11,1,7,2592000.0
5000,7,3,1,7,1814400.0
2500,0,0,1,7,7767188.0
20000,0,0,1,7,2592000.0
500,0,0,1,7,2592000.0
25000,22,4,1,7,5180400.0
1500,25,1,1,7,2592000.0
9900,3509,21,1,7,2592000.0
2500,2635,54,1,7,2678400.0
7500,7661,64,1,7,6566400.0
700,371,6,1,7,864000.0
2000,2842,63,1,7,2592000.0
2000,2306,31,1,7,2676261.0
1500,1771,73,1,7,2592000.0
3000,3161,65,1,7,1259264.0
500,516,13,1,7,1814400.0
15000,15059,98,1,7,5184000.0
500,0,0,1,7,2595600.0
5000,50,1,1,7,5180400.0
350,31,2,1,7,2592000.0
25000,18578,63,1,7,2592000.0
150000,341,15,1,7,5184000.0
25,0,0,1,7,2592000.0
100,0,0,1,7,788100.0
8000,0,0,1,7,4492753.0
20,1,1,1,7,2592000.0
3000,315,11,1,7,2678400.0
1350,2391,57,1,7,2844979.0
1250,31,5,1,7,5184000.0
2600,435,8,1,7,2592000.0
5000,0,0,1,7,7776000.0
7300,7730,95,1,7,2592000.0
600,1000,30,1,7,2592000.0
2000,2100,38,1,7,2592000.0
52000,3,3,1,7,5184000.0
2222,2297,19,1,7,2924739.0
5000,0,0,1,7,2592000.0
3000,140,3,1,7,2236360.0
50,0,0,1,7,2588400.0
5000,380,4,1,7,1261505.0
8000,4160,24,1,7,2592000.0
100,430,12,1,7,2580229.0
1500,115,3,1,7,2592000.0
600,893,21,1,7,2592000.0
1500,1525,17,1,7,2457185.0
5000,316,11,1,7,2592000.0
1000,1,1,1,7,2592000.0
800,610,25,1,7,2595600.0
15000,670,7,1,7,1793881.0
2000,128,4,1,7,2592000.0
2000,2650,20,1,7,2592000.0
1500,0,0,1,7,2588400.0
60,0,0,1,7,2592000.0
1000,1151,33,1,7,1299600.0
50000,3457,30,1,7,5111169.0
600,1369,27,1,7,777514.0
4000,4027,29,1,7,3898195.0
3000,5449,55,1,7,2422007.0
10000,1761,30,1,7,2592000.0
500,585,27,1,7,2588400.0
200,118,4,1,7,1728000.0
3000,51,2,1,7,2592000.0
2000,20,1,1,7,1997360.0
3000,3132,58,1,7,5184000.0
3000,3030,46,1,7,5184000.0
1050,1915,27,1,7,807758.0
1200,148,4,1,7,2592000.0
500,1,1,1,7,2588400.0
5000,5834,81,1,7,2626137.0
2500,100,1,1,7,3597847.0
35000,31,3,1,7,2636944.0
1200,1521,44,1,7,2595600.0
450,20,2,1,7,2592000.0
4000,4690,70,1,7,4316400.0
1500,2060,50,1,7,2577760.0
15000,1128,22,1,7,4067725.0
300,21,2,1,7,1296000.0
6500,50,1,1,7,2592000.0
15000,18809,298,1,7,2581469.0
65000,65,4,1,7,2592000.0
3000,26,4,1,7,2592000.0
1,834,78,1,7,1510389.0
8000,645,11,1,7,3888000.0
250,143,7,1,7,1296000.0
600,160,4,1,7,2592000.0
4000,0,0,1,7,1728000.0
10000,185,4,1,7,2955710.0
1000,388,16,1,7,2592000.0
4000,5601,50,1,7,2539049.0
2000,5060,51,1,7,2120399.0
250,0,0,1,7,2592000.0
3500,4872,146,1,7,2448021.0
34000,0,0,1,7,2250000.0
5250,25,1,1,7,2592000.0
4300,101,3,1,7,4838400.0
1500,126,3,1,7,3888000.0
50000,0,0,1,7,5184000.0
247,115,6,1,7,4208368.0
650,795,16,1,7,2592000.0
30000,98,12,1,7,2589713.0
1125,1160,24,1,7,5725527.0
650,170,11,1,7,4152677.0
2600,3048,50,1,7,2592000.0
14000,14247,272,1,7,2244512.0
1000,766,15,1,7,2592000.0
3000,3427,58,1,7,3024420.0
2300,2325,41,1,7,864000.0
1900,0,0,1,7,3017045.0
15000,760,10,1,7,2658495.0
10000,0,0,1,7,2592000.0
47000,196,10,1,7,7776000.0
1800,0,0,1,7,2592000.0
200,204,8,1,7,1204794.0
250,937,58,1,7,1209600.0
300,408,16,1,7,2592000.0
2200,98,7,1,7,2592000.0
7500,7557,122,1,7,2429410.0
4300,5005,48,1,7,2593684.0
24999,425,23,1,7,3308269.0
25000,641,11,1,7,2156400.0
750,51,1,1,7,2592000.0
15000,25,1,1,7,2592000.0
2800,2807,53,1,7,1731600.0
1000,15122,312,1,7,2588400.0
3025,3576,35,1,7,2786601.0
8500,120,2,1,7,2955329.0
2500,35,3,1,7,2592000.0
1000,0,0,1,7,3360790.0
2200,21625,501,1,7,2071158.0
3400,122,5,1,7,919463.0
300,467,37,1,7,1292400.0
10,0,0,1,7,2592000.0
3000,3081,88,1,7,867600.0
300,140,3,1,7,2588400.0
550,1013,32,1,7,2592000.0
5000,50,1,1,7,2567175.0
5000,0,0,1,7,2592000.0
1200,215,8,1,7,2592000.0
2500,3126,44,1,7,3668335.0
19995,124,4,1,7,2592000.0
1000,1460,49,1,7,2592784.0
40500,2460,16,1,7,2715305.0
1500,0,0,1,7,2592000.0
1000,1,1,1,7,1296000.0
1000,1199,33,1,7,3293896.0
5000,1,1,1,7,2592000.0
325,746,18,1,7,2592000.0
5000,630,18,1,7,2592000.0
3657,3782,79,1,7,2592000.0
3500,3506,10,1,7,5184000.0
5525,95,5,1,7,2592000.0
8500,210,10,1,7,2611152.0
2250,0,0,1,7,1734879.0
2500,0,0,1,7,2592000.0
2000,5,1,1,7,2592000.0
1000,50,3,1,7,2595600.0
50,453,23,1,7,2592000.0
2200,3230,56,1,7,2592000.0
5000,0,0,1,7,5184000.0
880,55,1,1,7,2592000.0
3500,4108,56,1,7,2613909.0
10000,25,1,1,7,2592000.0
8500,100,1,1,7,4008004.0
4000,4096,62,1,7,2592000.0
4000,1705,13,1,7,2592000.0
72,195,15,1,7,867600.0
5000,0,0,1,7,7776000.0
3000,3000,44,1,7,2770489.0
20000,3,3,1,7,3888000.0
6500,26417,487,1,7,3230090.0
1859,520,3,1,7,1382400.0
6000,895,14,1,7,5184000.0
1000,2115,61,1,7,971895.0
1000,7,3,1,7,1728000.0
8000,8999,117,1,7,3459600.0
6000,0,0,1,7,2592000.0
1555,0,0,1,7,2592000.0
15000,3055,53,1,7,2595600.0
2500,2618,17,1,7,1814400.0
5000,5873,108,1,7,2588400.0
1000,1816,13,1,7,1814400.0
3000,3783,54,1,7,2592000.0
3500,180,3,1,7,3456000.0
3000,3409,71,1,7,2592000.0
30000,2521,22,1,7,2592000.0
3500,3741,24,1,7,5184000.0
200,0,0,1,7,1728000.0
235,453,18,1,7,2592000.0
5000,90,5,1,7,2592000.0
2000,0,0,1,7,2592000.0
2500,2600,14,1,7,1296000.0
20000,10,2,1,7,582547.0
8000,8075,71,1,7,981058.0
1500,90,4,1,7,1213200.0
350,446,18,1,7,2592000.0
7000,2085,22,1,7,2592000.0
2000,776,5,1,7,2678400.0
7500,25,1,1,7,2592000.0
300,75,8,1,7,2592000.0
2200,25,1,1,7,5004833.0
5250,0,0,1,7,3888000.0
1600,2415,31,1,7,2637701.0
3500,3992,41,1,7,3024000.0
2500,2547,61,1,7,2657371.0
2500,2551,33,1,7,3024000.0
250,464,32,1,7,2592000.0
400,78,2,1,7,2181199.0
7200,7611,102,1,7,2681317.0
2000,650,6,1,7,2592000.0
1500,0,0,1,7,1382400.0
12750,25,3,1,7,5184000.0
820,1683,37,1,7,2599676.0
9560,12421,60,1,7,2592000.0
333,28,1,1,7,986396.0
1200,1784,25,1,7,2592000.0
2400,3390,48,1,7,1814400.0
36000,0,0,1,7,2592000.0
350,140,5,1,7,2768858.0
600,155,6,1,7,2592000.0
3000,15,1,1,7,2592000.0
1500,1710,15,1,7,1814400.0
1500,1885,33,1,7,2937600.0
200,200,7,1,7,3248213.0
2260,437,10,1,7,5542186.0
75000,5,1,1,7,2592000.0
8000,150,3,1,7,4488754.0
10525,110,3,1,7,2592000.0
450,565,5,1,7,1394215.0
5000,100,1,1,7,2592000.0
1200,125,2,1,7,2224516.0
800,342,15,1,7,2592000.0
50,0,0,1,7,534242.0
5000,5550,88,1,7,2592000.0
2500,195,5,1,7,2433702.0
6000,2233,46,1,7,2595600.0
5000,60,3,1,7,2592000.0
3000,885,9,1,7,3888000.0
400,120,4,1,7,2524168.0
20000,20341,149,1,7,2592000.0
1100,1286,25,1,7,2160000.0
15000,17422,111,1,7,2592000.0
360,230,6,1,7,2346235.0
46000,808,18,1,7,5398168.0
5400,350,2,1,7,2592000.0
15000,0,0,1,7,2592000.0
30000,0,0,1,7,2382646.0
17000,890,6,1,7,2592000.0
4000,0,0,1,7,2517160.0
30000,790,6,1,7,3886626.0
150,0,0,1,7,2592000.0
15000,10,1,1,7,1814400.0
290,984,34,1,7,2592000.0
1500,2405,53,1,7,2551522.0
14000,100,2,1,7,7688978.0
1000,0,0,1,7,2592000.0
3500,4676,76,1,7,3546000.0
2499,10,1,1,7,2588400.0
2000,2070,63,1,7,5187600.0
300,337,19,1,7,2588400.0
1000,4171,36,1,7,3116851.0
1250,1610,55,1,7,2592000.0
2000,20,2,1,7,864000.0
4500,175,4,1,7,2592000.0
300,507,12,1,7,2592000.0
5000,1,1,1,7,2592000.0
5,2,2,1,7,2592000.0
3400,3630,69,1,7,3934268.0
15000,1511,18,1,7,2592000.0
1700,2021,37,1,7,5270400.0
6000,55448,973,1,7,2592000.0
2400,3086,61,1,7,2592000.0
3500,31607,415,1,7,2419200.0
2000,501,3,1,7,1782678.0
25000,21310,172,1,7,2592000.0
3300,195,7,1,7,2592000.0
25000,0,0,1,7,2592000.0
8000,50,1,1,7,5184000.0
950,985,29,1,7,2592000.0
26000,0,0,1,7,2592000.0
1500,621,8,1,7,5184000.0
1500,2567,47,1,7,2592000.0
40000,372,7,1,7,2592000.0
1500,1575,29,1,7,3888000.0
5000,0,0,1,7,1728000.0
8200,9000,77,1,7,5184000.0
5000,0,0,1,7,5176093.0
500,105,1,1,7,2592000.0
2500,5670,98,1,7,2260063.0
100,281,23,1,7,864000.0
8000,100,1,1,7,3024000.0
2500,4245,64,1,7,1235600.0
5000,6012,62,1,7,2899436.0
2500,3749,76,1,7,2592000.0
3000,3027,20,1,7,2592000.0
15000,1504,28,1,7,2332800.0
9000,10168,81,1,7,2592000.0
7500,0,0,1,7,1292400.0
3000,4689,73,1,7,1728000.0
3500,187,6,1,7,2332800.0
10000,331,14,1,7,5184000.0
2100,2162,44,1,7,1814400.0
50000,280,2,1,7,2592000.0
35000,155,3,1,7,2560295.0
1570,358,4,1,7,2419200.0
12500,3075,55,1,7,3443751.0
4000,165,6,1,7,4180857.0
300,30,2,1,7,2509595.0
500,1854,72,1,7,1296000.0
5000,41,3,1,7,2160000.0
2500,168,5,1,7,2592000.0
6000,0,0,1,7,5105298.0
10000,150,3,1,7,5184000.0
5000,401,7,1,7,2592000.0
4000,36,5,1,7,2592000.0
3000,20,2,1,7,1468800.0
600,634,22,1,7,2592000.0
5000,126,3,1,7,2588400.0
4000,330,9,1,7,2592000.0
2000,2200,26,1,7,2205167.0
9000,2910,18,1,7,2592000.0
75,411,15,1,7,2588400.0
8000,12002,102,1,7,2160000.0
250,592,31,1,7,1910071.0
4000,4565,68,1,7,2446162.0
100,103,10,1,7,1728000.0
